epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
127,586.846,0.44163,0.70838,0.53723,1.0965,0,0.93799,0.96341,0.98957,0.92637,0.97229,0.9163,0.97972,0.89062,0.43846,0.59737,0.4817,0.95907,0,0.000240644,0.000240644,0.000240644
128,591.992,0.51169,0.78327,0.58535,1.15897,0,0.93813,0.96489,0.98984,0.92756,0.97653,0.91313,0.98222,0.8921,0.4329,0.5848,0.46807,0.95105,0,0.000231212,0.000231212,0.000231212
129,595.768,0.44506,0.71303,0.54399,1.09873,0,0.9287,0.98192,0.99002,0.92929,0.91962,0.97201,0.98292,0.89603,0.41178,0.57143,0.44994,0.93329,0,0.000221781,0.000221781,0.000221781
130,599.771,0.44037,0.72153,0.55386,1.07536,0,0.92193,0.98712,0.98959,0.93152,0.91329,0.97717,0.98289,0.89829,0.40292,0.56875,0.44333,0.92644,0,0.000212349,0.000212349,0.000212349
131,605.525,0.50548,0.97038,0.61503,1.16497,0,0.92199,0.98791,0.98973,0.93419,0.91336,0.97796,0.9831,0.89969,0.39812,0.56667,0.43904,0.92191,0,0.000202918,0.000202918,0.000202918
132,609.507,0.48224,0.78343,0.61899,1.13049,0,0.92162,0.98536,0.99011,0.93092,0.91278,0.97545,0.9835,0.90087,0.39387,0.56573,0.43112,0.91973,0,0.000193487,0.000193487,0.000193487
133,613.389,0.50951,0.75822,0.60071,1.18915,0,0.9274,0.98508,0.99044,0.92978,0.91871,0.97513,0.98384,0.89915,0.39592,0.5644,0.43406,0.92323,0,0.000184055,0.000184055,0.000184055
134,620.445,0.4773,0.8416,0.57919,1.12815,0,0.928,0.98358,0.99072,0.93389,0.91937,0.97363,0.98422,0.90127,0.40127,0.56576,0.43411,0.92804,0,0.000174624,0.000174624,0.000174624
135,624.359,0.50919,0.79311,0.58925,1.16004,0,0.94228,0.97457,0.99075,0.93325,0.93326,0.96462,0.98376,0.8988,0.40838,0.58206,0.44231,0.93371,0,0.000165192,0.000165192,0.000165192
136,628.074,0.4482,0.86665,0.57378,1.11281,0,0.94397,0.97622,0.99066,0.93106,0.93488,0.9664,0.98314,0.89255,0.41214,0.58625,0.44206,0.93775,0,0.000155761,0.000155761,0.000155761
137,634.388,0.44862,0.69757,0.5036,1.12559,0,0.94368,0.97801,0.99063,0.93055,0.93462,0.96806,0.98416,0.8949,0.40492,0.58154,0.4438,0.93556,0,0.00014633,0.00014633,0.00014633
138,638.656,0.45435,0.74419,0.55254,1.12481,0,0.94101,0.9778,0.99111,0.93296,0.93192,0.96785,0.9845,0.89381,0.40097,0.58196,0.44223,0.93446,0,0.000136898,0.000136898,0.000136898
139,642.433,0.45459,0.72748,0.5783,1.09621,0,0.98249,0.93514,0.99113,0.93396,0.97267,0.92521,0.98435,0.89639,0.39812,0.57283,0.44099,0.93421,0,0.000127467,0.000127467,0.000127467
140,646.398,0.42666,0.74632,0.53228,1.08404,0,0.98122,0.93511,0.99084,0.93799,0.97152,0.92516,0.98334,0.90003,0.39732,0.55665,0.44164,0.93178,0,0.000118035,0.000118035,0.000118035
141,654.441,0.27857,0.61067,0.49395,1.06258,0,0.93348,0.96734,0.99039,0.93876,0.92446,0.95739,0.97805,0.89767,0.39721,0.54934,0.45326,0.92949,0,0.000108604,0.000108604,0.000108604
142,658.115,0.28632,0.66181,0.52373,1.0753,0,0.9695,0.93662,0.98907,0.93668,0.96009,0.9267,0.97447,0.89554,0.39543,0.55151,0.46455,0.92656,0,9.91726e-05,9.91726e-05,9.91726e-05
143,662.878,0.29227,0.6106,0.52803,1.08693,0,0.96222,0.94743,0.9886,0.92997,0.95294,0.93748,0.97229,0.89493,0.403,0.54976,0.47535,0.93018,0,8.97412e-05,8.97412e-05,8.97412e-05
144,668.01,0.29407,0.63139,0.51469,1.09346,0,0.96126,0.95037,0.98871,0.93146,0.95199,0.94042,0.97278,0.89475,0.40769,0.55127,0.48019,0.9321,0,8.03098e-05,8.03098e-05,8.03098e-05
145,672.043,0.28564,0.58433,0.49028,1.09351,0,0.96266,0.9478,0.99066,0.93994,0.95259,0.93898,0.9792,0.90218,0.40403,0.54822,0.47561,0.92868,0,7.08784e-05,7.08784e-05,7.08784e-05
146,675.773,0.32447,0.60936,0.54185,1.08999,0,0.96529,0.94504,0.99084,0.93974,0.95358,0.93818,0.98,0.90588,0.39976,0.54496,0.47393,0.92414,0,6.1447e-05,6.1447e-05,6.1447e-05
147,681.136,0.29125,0.58929,0.48094,1.11867,0,0.96477,0.94469,0.99074,0.94329,0.95273,0.93775,0.98002,0.90647,0.39399,0.54032,0.47085,0.91933,0,5.20156e-05,5.20156e-05,5.20156e-05
148,685.306,0.29319,0.60867,0.49489,1.05265,0,0.96672,0.9427,0.99071,0.9459,0.95733,0.93275,0.98028,0.90671,0.38707,0.535,0.46858,0.91342,0,4.25842e-05,4.25842e-05,4.25842e-05
149,689.051,0.28275,0.5958,0.47899,1.07824,0,0.96706,0.9427,0.99071,0.94582,0.95764,0.93275,0.98034,0.90643,0.38612,0.53384,0.46875,0.91184,0,3.31528e-05,3.31528e-05,3.31528e-05
150,692.958,0.28426,0.62392,0.4824,1.09629,0,0.96761,0.9427,0.98914,0.94522,0.95826,0.93275,0.98056,0.90631,0.38548,0.53826,0.46747,0.9114,0,2.37214e-05,2.37214e-05,2.37214e-05
